Block	MerSort	QuickSort	Swaps
667	0.017000	0.009000	213475058
668	0.008000	0.008000	214082594
669	0.016000	0.008000	214703398
670	0.016000	0.008000	215356897
671	0.008000	0.016000	216035482
672	0.008000	0.008000	216705892
673	0.016000	0.008000	217393588
674	0.008000	0.016000	218067580
675	0.016000	0.009000	218831031
676	0.008000	0.017000	219516775
677	0.009000	0.015000	220186354
678	0.007000	0.008000	220818031
679	0.008000	0.016000	221517471
680	0.016000	0.009000	222240939
681	0.016000	0.008000	222894234
682	0.015000	0.008000	223524826
683	0.016000	0.008000	224181525
684	0.016000	0.008000	224819454
685	0.016000	0.009000	225478415
686	0.016000	0.008000	226197989
687	0.016000	0.008000	226890650
688	0.016000	0.008000	227608527
689	0.008000	0.016000	228270026
690	0.008000	0.008000	228932771
691	0.017000	0.007000	229642696
692	0.016000	0.008000	230275006
693	0.017000	0.008000	230929943
694	0.016000	0.008000	231608321
695	0.016000	0.008000	232267119
696	0.016000	0.008000	233008085
697	0.008000	0.016000	233744310
698	0.016000	0.008000	234455640
699	0.016000	0.008000	235157237
700	0.008000	0.008000	235850557
701	0.016000	0.024000	236570994
702	0.016000	0.008000	237280160
703	0.016000	0.008000	238024214
704	0.008000	0.016000	238725352
705	0.016000	0.008000	239435797
706	0.008000	0.008000	240150079
707	0.011000	0.006000	240894265
708	0.015000	0.010000	241607143
709	0.016000	0.008000	242292290
710	0.008000	0.016000	242959727
711	0.008000	0.016000	243667382
712	0.008000	0.008000	244321747
713	0.016000	0.008000	244998930
714	0.008000	0.017000	245763366
715	0.016000	0.008000	246446722
716	0.016000	0.008000	247154303
717	0.008000	0.008000	247884459
718	0.021000	0.008000	248650974
719	0.016000	0.008000	249358518
720	0.008000	0.008000	250084497
721	0.016000	0.008000	250741073
722	0.016000	0.008000	251467217
723	0.015000	0.008000	252116076
724	0.013000	0.011000	252861924
725	0.008000	0.008000	253565967
726	0.016000	0.009000	254264698
727	0.018000	0.015000	254981689
728	0.008000	0.008000	255669679
729	0.016000	0.016000	256348753
730	0.008000	0.008000	257045291
731	0.016000	0.008000	257729666
732	0.016000	0.016000	258417101
733	0.016000	0.008000	259153178
734	0.008000	0.016000	259928310
735	0.016000	0.009000	260733621
736	0.016000	0.008000	261489430
737	0.016000	0.008000	262199628
738	0.016000	0.009000	262906241
739	0.016000	0.008000	263595717
740	0.016000	0.008000	264390362
741	0.008000	0.016000	265131096
742	0.016000	0.008000	265880965
743	0.016000	0.008000	266676598
744	0.008000	0.016000	267437518
745	0.016000	0.009000	268295448
746	0.008000	0.008000	269052607
747	0.016000	0.008000	269789796
748	0.016000	0.016000	270512668
749	0.016000	0.008000	271231932
750	0.016000	0.016000	271970534
751	0.008000	0.008000	272701579
752	0.016000	0.016000	273415422
753	0.016000	0.008000	274165097
754	0.016000	0.008000	274887087
755	0.008000	0.016000	275587204
756	0.016000	0.016000	276432620
757	0.016000	0.016000	277196821
758	0.008000	0.008000	278024868
759	0.008000	0.008000	278851517
760	0.016000	0.008000	279587779
761	0.017000	0.007000	280353016
762	0.016000	0.016000	281112438
763	0.016000	0.016000	281854598
764	0.016000	0.008000	282574451
765	0.008000	0.016000	283334665
766	0.016000	0.008000	284111663
767	0.019000	0.013000	284884109
768	0.014000	0.010000	285625895
769	0.016000	0.008000	286435596
770	0.016000	0.016000	287199601
771	0.016000	0.008000	287963423
772	0.016000	0.008000	288732329
773	0.016000	0.016000	289546000
774	0.008000	0.008000	290342162
775	0.032000	0.016000	291112117
776	0.016000	0.008000	291851853
777	0.016000	0.008000	292640412
778	0.016000	0.008000	293388488
779	0.016000	0.008000	294117876
780	0.017000	0.016000	294857853
781	0.008000	0.016000	295585813
782	0.016000	0.008000	296366128
783	0.008000	0.016000	297360402
784	0.016000	0.008000	298111645
785	0.008000	0.016000	298889351
786	0.016000	0.008000	299664563
787	0.008000	0.008000	300414151
788	0.008000	0.016000	301148996
789	0.017000	0.008000	301871369
790	0.016000	0.008000	302631033
791	0.008000	0.016000	303413334
792	0.008000	0.016000	304201768
793	0.016000	0.008000	304963828
794	0.024000	0.008000	305737512
795	0.017000	0.008000	306638277
796	0.008000	0.016000	307462785
797	0.016000	0.008000	308329218
798	0.016000	0.008000	309086794
799	0.016000	0.008000	309969680
800	0.008000	0.016000	310771560
801	0.017000	0.016000	311607406
802	0.016000	0.008000	312407821
803	0.016000	0.008000	313295136
804	0.016000	0.016000	314061925
805	0.008000	0.016000	314871192
806	0.016000	0.016000	315671723
807	0.008000	0.018000	316439706
808	0.017000	0.007000	317200261
809	0.016000	0.016000	318009760
810	0.008000	0.017000	318752847
811	0.008000	0.016000	319603261
812	0.016000	0.008000	320357354
813	0.008000	0.016000	321109527
814	0.016000	0.016000	321902576
815	0.016000	0.008000	322864674
816	0.016000	0.008000	323667363
817	0.008000	0.016000	324458665
818	0.016000	0.008000	325272619
819	0.016000	0.008000	326101436
820	0.016000	0.008000	326934179
821	0.016000	0.016000	327857452
822	0.008000	0.008000	328679806
823	0.016000	0.008000	329567161
824	0.016000	0.016000	330460341
825	0.008000	0.008000	331388118
826	0.016000	0.008000	332279580
827	0.016000	0.008000	333126154
828	0.008000	0.016000	333978680
829	0.016000	0.016000	334862152
830	0.016000	0.008000	335656370
831	0.024000	0.008000	336421135
832	0.017000	0.016000	337344326
833	0.016000	0.016000	338204280
834	0.016000	0.016000	339112308
835	0.018000	0.008000	339985692
836	0.016000	0.016000	340749128
837	0.016000	0.008000	341566027
838	0.016000	0.008000	342513212
839	0.008000	0.016000	343421487
840	0.016000	0.008000	344216751
841	0.024000	0.016000	345048899
842	0.016000	0.016000	345945653
843	0.016000	0.016000	346793661
844	0.016000	0.016000	347664654
845	0.016000	0.008000	348495860
846	0.016000	0.016000	349334213
847	0.016000	0.008000	350128950
848	0.016000	0.008000	350995776
849	0.008000	0.016000	351867906
850	0.024000	0.008000	352754435
851	0.016000	0.008000	353583842
852	0.016000	0.016000	354403335
853	0.016000	0.008000	355273879
854	0.016000	0.008000	356110924
855	0.016000	0.008000	356948591
856	0.016000	0.016000	357833413
857	0.016000	0.008000	358625664
858	0.008000	0.016000	359508113
859	0.016000	0.008000	360329466
860	0.016000	0.016000	361224289
861	0.016000	0.016000	362091786
862	0.016000	0.008000	362996989
863	0.016000	0.016000	363825833
864	0.016000	0.024000	364810381
865	0.016000	0.016000	365734738
866	0.024000	0.008000	366630402
867	0.016000	0.016000	367623866
868	0.016000	0.008000	368585498
869	0.008000	0.016000	369438522
870	0.016000	0.016000	370311717
871	0.024000	0.008000	371202914
872	0.024000	0.008000	372136562
873	0.008000	0.016000	373013016
874	0.016000	0.008000	373910469
